source_id,company,cnpj,phone,city,state,region,country,address,neighborhood,contact,sector
10163,I M JUSTINO ME,08.335.117/0001-38,85-3276-4972,FORTALEZA,CE,NE,BR,TRAV. FREDERICO SEVERO 295,MESSEJANA,,NE
10273,NUTRECO BRASIL NUTRICAO ANIMAL LTDA,03.022.008/0007-32,85-3463-1678,MARACANAÚ,CE,NE,BR,VIA DE LIGAÇAO 1 900,DISTRITO INDUSTRIAL III,,NE
11343,TAILANDIA S TAVARES ME,14.504.881/0001-92,3212-3578,FORTALEZA,CE,NE,BR,RUA: GILHERME ROCHA 895,CENTRO DE FORTALEZA,,NE
16443,M. AGUIAR CONSTRUCOES SPE LTDA,13.645.967/0001-72,3133-4444,FORTALEZA,CE,NE,BR,RUA VICENTE LINHARES 500,ALDEOTA,,NE
17690,VANDERLEI OLIVEIRA OURIQUE EIRELI ME,18.115.093/0001-65,85-3298-4583,FORTALEZA,CE,NE,BR,AV. GODOFREDO MACIEL 5420,MONDUBIM,,NE
17843,MONTBLANC RESIDENCE INVEST. IMOBILIARIOS LTDA,14.817.726/0001-26,85-3299-6600,FORTALEZA,CE,NE,BR,AV.  DOS EXPEDICIONARIOS 5571,AEROPORTO,,NE
17945,"PRAIA CENTRO HOTEIS, VIAGENS E TURISMO LTDA",07.415.391/0001-54,85-3083-1136,FORTALEZA,CE,NE,BR,AV. MONSENHOR TABOSA 740,PRAIA DE IRACEMA,,NE
18030,IND. E  COM. DE ALUMINIO CINTHYA LTDA - ME,19.769.972/0001-73,85-3467-3084,FORTALEZA,CE,NE,BR,RUA RAFAEL LIRA PEREIRA 264,MONDUBIM,,NE
18807,PEDRO BRAZ,617.565.713-68,,MARACANAÚ,CE,NE,BR,RUA 8 B CASA 28 28,CONJUNTO INDUSTRIAL,,NE
18955,DAMIAO PAIVA NETO - ME,19.154.023/0001-89,85-32854050,CAUCAIA,CE,NE,BR,R PARA 1140,TABAPUAZINHO,,NE
19523,INDUSTRIA METALURGICA METALSONIA LTDA ME,13.675.342/0001-53,85-3253-2340,FORTALEZA,CE,NE,BR,R JOSE HIPOLITO 1900,MESSEJANA,,NE
10661,EMARF INDÚSTRIA E COM E MANUT DE EQUIP. LTDA,09.182.836/0001-29,85-3284-6376,FORTALEZA,CE,NE,BR,RUA TAMBAU 173,BARRA DO CEARÁ,,NE
10761,AMBIENTAL IND DE ARTEF. DE PLAST. DO BRASIL LTDA ME,05.530.397/0001-47,85-3463-2180,MARACANAÚ,CE,NE,BR,ANEL VIARIO S/N,PLANALTO CIDADE NOVA,,NE
10826,NACIONAL GAS BUTANO DISTRIBUIDORA LTDA,06.980.064/0048-46,85-3466-8667,IPOJUCA,PE,NE,BR,TERMINAL PORTUARIO SUAPE S/N,ILHA COCAIA,,NE
11713,CONDOMINIO CRUZEIRO DO SUL,02.772.869/0001-80,85-3276-1010,FORTALEZA,CE,NE,BR,AV. JOSE AMERICO 150,CAMBEBA,,NE
13688,JJ EMPREENDIMENTOS LTDA,63.553.390/0001-47,85-3499-0201,FORTALEZA,CE,NE,BR,RUA DR JOSE PLUTARCO 230,PARQUE MANIBURA,,NE
13763,M LAVIAGUERRE COMRCIO DE VIDROS - ME,17.274.483/0001-15,85-3247-6866,FORTALEZA,CE,NE,BR,R ALM.RUBIM 1566,MONTESE,,NE
14212,PJR COMERCIO DE ALIMENTOS E BEBIDAS LTDA,14.639.035/0001-80,85-3063-3358,CAUCAIA,CE,NE,BR,AV. SÃO VICENTE DE PAULA 248,ARATURI,,NE
15190,ALMIRA GOMES FERREIRA EPP,03.030.357/0001-00,85-3493-3571,FORTALEZA,CE,NE,BR,RUA 124 108,ITAPERY,,NE
17190,FONNET COMERCIO DE EQUIP. DE TELECOMUNICACOES LTDA,11.035.558/0001-29,85-3494-2777,FORTALEZA,CE,NE,BR,RUA MINIS ABNER DE VASCONCELOS 1451,SAPIRANGA,,NE
17624,PORTO FREIRE ENGENHARIA E INCORPORACAO LTDA,01.064.644/0001-06,85-3299-6608,FORTALEZA,CE,NE,BR,AV.  DOS EXPEDICIONARIOS 5571,AEROPORTO,,NE
17638,SMS VIANA - EPP,03.704.242/0001-54,85-3259-2518,FORTALEZA,CE,NE,BR,RUA PADRE ANTONIO NUNES GURGEL 1010,GENIBAU,,NE
17749,A. C. DA COSTA BOX ME,09.591.545/0001-94,85-3297-2617,MARACANAÚ,CE,NE,BR,RUA CICERO RODRIGUES DE MOURA 237A,JARDIM BANDEIRANTES,,NE
17787,GRAFICA E EDITORA TRES CEARENSES LTDA,03.730.721/0001-45,85-3464-3323,FORTALEZA,CE,NE,BR,"RUA ANTONIO POMPEU, 985",CENTRO DE FORTALEZA,,NE
18033,RF COMERCIAL E IND. DE TUBOS LTDA - EPP,08.814.604/0001-83,85-3226-7282,FORTALEZA,CE,NE,BR,RUA EURICO MEDINA 1374,HENRIQUE JORGE,,NE
18225,C S PEREIRA SILVA DE SOUSA ME,12.874.466/0001-03,85-3382-0574,MARACANAÚ,CE,NE,BR,RUA 55 - JEREISSATI II 578,JEREISSATI II,,NE
18407,MARIA ANGELA FONTELES ME,17.535.058/0001-32,88-3664-1246,MARCO,CE,NE,BR,RUA MONSENHOR VALDIR DE CASTRO 796,CENTRO DE MARCO,,NE
18498,ADÃO GONSALVES  RODRIGUES,113.182.468-73,85-8504-1784,FORTALEZA,CE,NE,BR,"RUA NOGUEIRA ACIOLY, 1501",CENTRO DE FORTALEZA,,NE
9245,ABS METALMECANICA IND. E COM. DE MAQUINAS LTDA ME,07.159.488/0001-43,3478-1311,UMIRIM,CE,NE,BR,BR 222 S/N,PLANALTO PREGUIÇA,,NE
9350,COMERCIAL MAB LTDA EPP,07.228.166/0001-09,85-3226-9196,FORTALEZA,CE,NE,BR,RUA TEREZA CRISTINA 1137,OTAVIO BONFIM,,NE
9566,BITTENCOURT SOUSA E SENISE IND E COM DE EMB LTDA ME,15.346.685/0001-08,85-3082-4787,FORTALEZA,CE,NE,BR,RUA FERREIRA LIMA 150,DIAS MACEDO,,NE
9567,WF COMERCIO E SERV. EM AUTOMOVEIS LTDA,11.268.960/0001-53,85-3219-1331,FORTALEZA,CE,NE,BR,RUA ENFERMEIRO JOAQUIM PINTO 160,CAJAZEIRAS,,NE
9588,CEARA AUTOS EXPRESS SERV. E PEÇAS LTDA,15.407.996/0001-21,85-4008-0500,FORTALEZA,CE,NE,BR,AV. AGUANAMBI 1386,FATIMA,,NE
9594,MAX QUIMICA COMERCIO SERVIÇO DE LIMPEZA LTDA,06.989.579/0001-43,85-3481-1625,FORTALEZA,CE,NE,BR,RUA ROSALVO QUINDERE 248,QUINTINO CUNHA,,NE
9659,YANN COMERCIO E INDUSTRIA LTDA,11.581.675/0003-50,85-4008-0088,FORTALEZA,CE,NE,BR,RUA HUMBERTO CAMPOS 94,SAO JOAO DO TAUAPE,,NE
9759,LIMAC COM. DE VIDROS IMP E EXP LTDA,10.353.622/0001-57,85-3247-6866,FORTALEZA,CE,NE,BR,RUA VER. PEDRO PAULO 440,SEIS BOCAS,,NE
9768,METALURGICA PAVA LTDA,63.393.136/0001-29,3237-3366,CAUCAIA,CE,NE,BR,"RUA TORREON, 1508",PARQUE GUADALAJARA,,NE
9829,LPM BENEF E COM DE PECAS DE VIDRO EM GERAL LTDA,07.749.097/0001-89,85-3474-6868,FORTALEZA,CE,NE,BR,RUA DOIS 61,MESSEJANA,,NE
9834,METALTEX ALUMINIO E ACO LTDA,00.137.925/0001-89,85-3297-3267,MARACANAÚ,CE,NE,BR,"AV. PQ. LESTE , 900",DISTRITO INDUSTRIAL,,NE
9884,TORNEARIA BRASIL LTDA,04.309.255/0001-91,85-3272-1172,FORTALEZA,CE,NE,BR,"AV. VISCONDE DO RIO BRANCO, 3901",CENTRO DE FORTALEZA,,NE
9942,JOAO BATISTA DA COSTA GUEDES ME,05.098.912/0001-61,85-3292-1879,FORTALEZA,CE,NE,BR,RUA JULIO BRAGA 910,BONSUCESSO,,NE
9966,COMSERMIL FABRICAÇAO DE PÇAS E SERV EM MAQ IND LTDA,08.692.137/0001-66,85-3215-2373,MARACANAÚ,CE,NE,BR,"AV. RADIALISTA JOAO RAMOS, 1900",PARQUE NOVO MONDUBIM,,NE
9981,FERRALNOX IND E COM DE PROD EM FERRO ALUM E INOX LTDA ME,15.638.581/0001-69,85-3227-2047,FORTALEZA,CE,NE,BR,AV. VISCONDE DO RIO BRANCO 5219,SAO JOAO DO TAUAPE,,NE
10084,VR COMERCIO E SERVICO LTDA - ME,04.761.267/0001-52,85-3272-0239,FORTALEZA,CE,NE,BR,"RUA CAPITAO ARAGAO, 430",AEROLANDIA,,NE
10105,CONSTRUTORA ELOS LTDA,05.217.104/0001-76,85-3267-7288,FORTALEZA,CE,NE,BR,RUA ARQUITETO JOÃO BRAGA DE LIMA 16,ALDEOTA,,NE
10130,RANNY PROJETOS E CONSTRUCOES LTDA - ME,03.648.002/0001-80,85-8719-4482,FORTALEZA,CE,NE,BR,AV. OSCAR ARARIPE 2864,BOM JARDIM,,NE
10159,R&T PLÁSTICOS INDUSTRIAIS LTDA - EPP,03.371.692/0001-72,3275 0122,EUSÉBIO,CE,NE,BR,RUA EDUARDO SÁ 175,JABUTI,,NE
10198,DP BARBOSA MAQUINAS E FERRAMENTAS LTDA ME,08.732.993/0001-06,85-3491-2734,FORTALEZA,CE,NE,BR,AV. PROF. GOMES DE MATOS 1784-A,MONTESE,,NE
10201,LEMAN DO NORD IND E COM DE EQUIP P/ SUPERMERCADO LTDA,13.730.180/0001-09,85-3291-2547,FORTALEZA,CE,NE,BR,"AV. PRES. COSTA E SILVA, 2527",MONDUBIM,,NE
10211,A.A. & R. INDUSTRIA DE EMBALAGENS LTDA,07.054.148/0001-58,85-3275-0072,EUSÉBIO,CE,NE,BR,RUA EDUARDO SÁ 215,JABUTI,,NE
10539,BTM REPRESENTAÇOES LTDA,14.636.705/0001-04,85-3383-9454,MARACANAÚ,CE,NE,BR,RUA 9 (LOT RES.MARACANAU I 1708,CAGADO,,NE
10636,PROJET3 - EMPREENDIMENTOS IMOBILIARIOS LTDA,13.319.016/0001-03,85-3250-2019,EUSÉBIO,CE,NE,BR,"AV  EUSEBIO DE QUEIROZ, 660",COACU,,NE
10714,FROTALIMPO COM. PROD. DE LIMPEZA LTDA - ME,14.392.710/0001-19,85-3292-3494,FORTALEZA,CE,NE,BR,AV. DEDE BRASIL 1518,SERRINHA,,NE
10839,RC HIDROPNEUMÁTICA LTDA ME,11.360.389/0001-00,85-3296-6515,FORTALEZA,CE,NE,BR,AV.GODOFREDO MACIEL 3374,MARAPONGA,,NE
11261,DIVULGSIGN IMPRESSAO E COM VISUAL LTDA - ME,17.257.476/0001-05,85-3046-0442,FORTALEZA,CE,NE,BR,RUA ESPERANTO 1617,VILA UNIAO,,NE
13449,UNITEXTIL UNIAO INDUSTRIAL TEXTIL S/A,,3499 5444,FORTALEZA,CE,NE,BR,AV AUDISIO PINHEIRO 298,HENRIQUE JORGE,,NE
17714,E N DIAS MARTINS FERRAGENS ME,17.721.123/0001-14,3253-1657,FORTALEZA,CE,NE,BR,QUINZE DE NOVEMBRO 417,MONTESE,,NE
17855,SIMAG - COMERCIO VAR. DE PRODUTOS DOMISSANITARIOS LTDA,08.749.429/0001-98,85-3211-4383,FORTALEZA,CE,NE,BR,AV. VISCONDE DO RIO BRANCO 1714,CENTRO DE FORTALEZA,,NE
18084,EDSON DE SOUSA DE OLIVEIRA,018.474.673-69,85-8711-0426,FORTALEZA,CE,NE,BR,AV. BERNADO MANUEL 9205,PARQUE DOIS IRMAOS,,NE
18460,FROSTY PRODUTOS ALIMENTICIOS LTDA,35.229.640/0004-03,85-3878-7207,FORTALEZA,CE,NE,BR,RUA CRISANTO ARRUDA 111,PASSARÉ,,NE
18569,FRANCISCO VIANA ALVES,746.888.123-53,85-84023663,MARACANAÚ,CE,NE,BR,RUA 14 100,JEREISSATI I,,NE
18713,EMPREENDIMENTOS PAGUE MENOS S/A,06.626.253/0124-00,,FORTALEZA,CE,NE,BR,RUA FRANCISCO CORDEIRO 300,JACARECANGA,,NE
18787,FRANCISCO EDSON TELES PRACIANO - MICROEMPRESA,73.676.108/0001-72,,MARACANAÚ,CE,NE,BR,R 7 00040,PAJUÇARA,,NE
19401,LUIZ ALBERTO BARROS DA SILVA,105.011.773-53,85-8894-9490,CASCAVEL,CE,NE,BR,RUA PADRE VALDIVINO NOGUEIRA 2432,CENTRO DE CASCAVEL,,NE
19524,MAURICIO JORGE DE AZEVEDO RODRIGUES ME,20.921.843/0001-38,3253-20-35,FORTALEZA,CE,NE,BR,RUA PEREIRA FILGUEIRAS 1201,MEIRELES,,NE
6174,MILL MOVEIS IND. E COM. LTDA,07.033.021/0001-52,85-3493-7800,FORTALEZA,CE,NE,BR,RUA G 246,PASSARÉ,,NE
6397,NORDESTINA IND COM E SERV DE EQ REFRI LT,04.130.690/0001-54,85-3298-6468,MARACANAÚ,CE,NE,BR,AV. PARQUE SUL 2252A,DISTRITO INDUSTRIAL,,NE
6560,PAQUETA CALCADOS LTDA,01.098.983/0001-03,85-3346-1108,ITAPAJÉ,CE,NE,BR,"RUA BENTO AVILA DE SOUSA, 137",SANTA RITA,,NE
6569,PARDAL IND. E COM. DE SORVETES LTDA,06.347.069/0001-72,8862 3161,EUSÉBIO,CE,NE,BR,"RUA MANOEL GOUVEIA, CASA B 70",AMADOR,,NE
6702,PERSITEC IND E COMERCIO DE PERSIANAS LTD,00.058.510/0001-10,85-3276-1299,FORTALEZA,CE,NE,BR,"AV.  WASHINGTON SOARES, 8354",CURIÓ,,NE
6906,POWER TUNNING ACES. AUT. E ESPELHAMENTO,07.764.323/0001-09,85 3283-2488,FORTALEZA,CE,NE,BR,"RUA PROFESSOR COSTA MENDES, 1507 LJ 01",RODOLFO TEOFILO,,NE
6950,PROINOX IND E COM DE EQ PARA COZINHA LTD,10.405.427/0001-23,85-3311-2908,MARACANAÚ,CE,NE,BR,"AV. PARQUE SUL, 2252",DISTRITO INDUSTRIAL,,NE
7420,RS COMERCIO DE MADEIRAS E FERRAGENS LTDA,11.780.302/0001-46,85 3267-5744,FORTALEZA,CE,NE,BR,"AV. SANTOS DUMONT, 4005",ALDEOTA,,NE
7570,SERBRASA COM DE MATERIAL INDUSTRIAL LTDA,09.533.686/0001-50,,FORTALEZA,CE,NE,BR,"RUA ANTONIO POMPEU, 1758 LJ 01",MESSEJANA,,NE
7726,SPOT- INDUSTRIA E COM. DE TELHAS LTDA,41.653.692/0001-54,85-3463-3033,MARACANAÚ,CE,NE,BR,AV. VIA PRINCIPAL S/N,DISTRITO INDUSTRIAL,,NE
7748,STOCK COM. DE EQUIP. INDUST. E DE SEGURANCA LTDA,05.588.797/0001-03,85-3066-2222,FORTALEZA,CE,NE,BR,"AV. ANTONIO SALES, 238",JOAQUIM TAVORA,,NE
7827,TECBORD BENEFICIAMENTO DE BORDADOS,01.498.410/0001-77,,,,,BR,,,,Industrial
7844,TECNOQUIMICA INDUSTRIA E COMERCIO LTDA,04.439.228/0001-33,85-3260-6850,EUSÉBIO,CE,NE,BR,"RUA DR. RAIMUNDO GUIMARAES, S/N",COITE,,NE
7891,TEX QUIMICA DO BRASIL LTDA,07.955.526/0001-74,,FORTALEZA,CE,NE,BR,"RUA JOSE FERREIRA COSTA, 15",MONDUBIM,,NE
7898,TEXTIL UNIAO S/A,07.971.955/0001-35,85-4006-0500,MARACANAÚ,CE,NE,BR,ROD MENDEL STEINBRUCH CE 21 S/N,PAJUÇARA,,NE
8047,TS COMERCIAL MADEIREIRA LTA.,07.520.107/0001-00,85-3463-1544,MARACANAÚ,CE,NE,BR,RUA GASPAR DUTRA 3040,PLANALTO CIDADE NOVA,,NE
8098,USIMECS USINAGENS E MECAN. E SERV. LTDA,02.491.490/0001-00,3297-1547,MARACANAÚ,CE,NE,BR,"ROD. DR. MENDEL STEINBRUSCH, 10523",PAJUÇARA,,NE
8332,WALLYSON CEZAR VIDAL LEITAO,013.186.393-28,85-3274-0537,FORTALEZA,CE,NE,BR,"RUA OSCAR LEITAO, 80",MESSEJANA,,NE
8446,MR.COMERCIO DE EMBALAGENS LTDA,09.017.501/0001-55,3253-20-35,FORTALEZA,CE,NE,BR,RUA DONA LEOPOLDINA 1400,CENTRO DE FORTALEZA,,NE
8891,KILZA ALAINE BISERPA RODRIGUES,613.794.333-04,85-9220-8116,PACAJUS,CE,NE,BR,TRAVESSA SAO SEBASTIAO 98,BANQUE,,NE
8993,ANTONIO FONSECA MAGALHAES,07.120.697/0001-83,85-3279-4878,FORTALEZA,CE,NE,BR,AV. DES. GONZAGA 774,CIDADE DOS FUNCIONÁRIOS,,NE
9057,MG INDUSTRIA E COMERCIO DE PLASTICOS LTDA,13.486.129/0001-01,85-3260-1374,EUSÉBIO,CE,NE,BR,RUA JOSE AMORA SA 100,AUTODROMO,,NE
9067,FELIPE RABELO ME,09.152.472/0001-34,85-3295-1146,FORTALEZA,CE,NE,BR,RUA MARECHAL BITTENCOURT 1015,CASTELAO,,NE
9232,ARTE PROD. DE EVENTOS ART. E LOC. LTDA,00.584.628/0001-81,3033-1010,FORTALEZA,CE,NE,BR,AV. EDILSON BRASIL SOARES 1234,EDSON QUEIROZ,,NE
9266,MICREL BENFIO TEXTIL LTDA.,35.027.945/0001-81,3374-3623,MARANGUAPE,CE,NE,BR,RUA CAPITÃO JEOVA COLLARES 101,CENTRO DE MARANGUAPE,,NE
9378,OSASUNA COMERCIAL IMPORTADORA LTDA.,12.193.881/0001-93,85-4009-3100,FORTALEZA,CE,NE,BR,RUA TEODOMIRO DE CASTRO 4585,ALVARO WEYNE,,NE
9386,PRISMA SING LTDA,03.643.215/0001-19,85-3244-7679,FORTALEZA,CE,NE,BR,RUA TENENTE BENEVOLO 1435,ALDEOTA,,NE
9657,MARISOL COMERCIO ATACAD. E SERV DE DISTR. LTDA,10.526.270/0001-94,85-3384-9041,PACATUBA,CE,NE,BR,ROD. CE 060 KM 11 S/N,PAVUNA,,NE
9835,R M STUDART SOARES ME,11.737.152/0001-98,85-3055-4446,FORTALEZA,CE,NE,BR,RUA PAULO MORAIS 202,PAPICU,,NE
9991,SIMONE LD DE ANDRADE ME,00.187.748/0001-45,88-3111-1798,SOBRAL,CE,NE,BR,ROD. BR 222 2497,DISTRITO INDUSTRIAL,,NE
10016,J I LANDIM MOTA - ME,09.335.088/0001-77,85-3295-5173,FORTALEZA,CE,NE,BR,RUA JOAQUIM MARTINS 590,PASSARÉ,,NE
10029,ARCHITECTUS S/S - EPP,05.677.555/0001-96,85-3242-2024,FORTALEZA,CE,NE,BR,RUA CANUTO DE AGUIAR 1401-C,MEIRELES,,NE
10316,X MAX INDUSTRIA & COMERCIA DE BEBIDAS LTDA ME,07.603.975/0001-53,85-3483-2055,FORTALEZA,CE,NE,BR,RUA DR. ESTENIO GOMES 383,VILA PERY,,NE
10324,"VTI SERV, COM E PROJ DE MODERN. E GESTAO CORPORAT. LTDA-ME",07.836.401/0001-25,85-4009-5290,FORTALEZA,CE,NE,BR,"RUA TIBURCIO CAVALCANTE, 1573",ALDEOTA,,NE
10516,KFP DISTRIBUIDORA LTDA,00.286.904/0002-06,85-3256-2295,FORTALEZA,CE,NE,BR,RUA MONSENHOR SALAZAR 751,SAO JOAO DO TAUAPE,,NE
10692,LUMAR - INDUSTRIA E COMÉRCIO DE PLASTICOS LTDA,08.208.505/0001-58,85-3463-0841,FORTALEZA,CE,NE,BR,RUA ERICO VENEFRIDO DE MELO 30,MONDUBIM,,NE
11651,TEMPERACO METAL.INDUSTRIA E SERVICOS LTDA,11.075.960/0001-37,4108-01-73,EUSÉBIO,CE,NE,BR,RUA ANTONIO SA E SILVA 1524,CENTRO DE EUSEBIO,,NE
17131,INDUSTRIA DE CERAMICA GR LTDA,,88 3447 1062,LIMOEIRO DO NORTE,CE,NE,BR,R JULIO ALVES DE FREITAS 32,SITIO ESPINHO,,NE
17291,MOLDUFORT IND E COM DE VIDROS LTDA,01.722.306/0002-03,85-3212-1313,FORTALEZA,CE,NE,BR,"RUA 15 DE NOVEMBRO, 320",MONTESE,,NE
17306,TRUST INDUSTRIA COM DE MOVEIS E SERV LTDA,07.273.457/0001-19,85-3392-9010,MARACANAÚ,CE,NE,BR,AV. PARQUE LESTE 2900,DISTRITO INDUSTRIAL,,NE
17661,CARLOS ANTONIO PONTES BARRETO,049.771.143-53,85-8895-8799,FORTALEZA,CE,NE,BR,RUA JULIO GASPAR 863,VILA BETANIA,,NE
17700,CASA DOS VENTOS ENERGIAS RENOVÁVEIS S.A.,10.772.867/0001-19,85-4006-0538,MARACANAÚ,CE,NE,BR,RUA ELIZÁRIO DIOGENES 130,PAJUÇARA,,NE
17940,ELDER FABIANO DE LIMA ME,05.999.437/0001-02,85-3278-6935,FORTALEZA,CE,NE,BR,RUA DOS SAPOTIS 100,EDSON QUEIROZ,,NE
18072,MK COMERCIO E SERV. EM FECHAMENTO DE VARANDAS LTDA,11.424.320/0001-95,85-3272-4100,FORTALEZA,CE,NE,BR,RUA JULIO SIQUEIRA 873,DIONISIO TORRES,,NE
18124,JOSIMARIA DE SOUSA OLIVEIRA LIMA,09.245.103/0001-96,85-3276-4662,FORTALEZA,CE,NE,BR,"RUA MANOEL ARRUDA, 380",BARROSO,,NE
18630,LOJAO DA INDUSTRIA LTDA ME,20.341.604/0001-09,85-3533-5900,FORTALEZA,CE,NE,BR,PRESIDENTE COSTA E SILVA 3298,JOSE WALTER,,NE
18695,D R M LOUREIRO ME,04.766.546/0001-09,85 8819-8285,CAUCAIA,CE,NE,BR,R NOVE 92,TABAPUÁ,,NE
18968,MARQUISE - ISLA JARDIM EMPREENDIMENTOS IMOBILIARIO SPE LTDA,11.579.953/0001-72,85-40083408,FORTALEZA,CE,NE,BR,AV PONTES VIEIRA 1831,DIONISIO TORRES,,NE
19020,SOUZA E D'ALMEIDA INDUST E COM DE REBOQUES LTDA - ME,84.142.009/0001-27,85-88110157,FORTALEZA,CE,NE,BR,AV GODOFREDO MACIEL 2905,PARANGABA,,NE
19241,CESAR DE SOUSA DA SILVA - ME,14.137.271/0001-06,85-32764662,FORTALEZA,CE,NE,BR,RUA NOVA QUIETUDE 380,MESSEJANA,,NE
19378,REDEPAN IND. DE MASSAS ALIMENTICIAS LTDA ME,34.952.127/0001-22,85-3383-9222,MARACANAÚ,CE,NE,BR,RUA CINCO 359,JACANAU,,NE
19535,METALMECANICA MAIA LTDA,01.397.886/0002-00,85-3117-3000,EUSÉBIO,CE,NE,BR,AV EUSEBIO DE QUEIROZ 659,COACU,,NE
19536,IMARF INDUSTRIA DE GRANITOS DO CEARA LTDA,16.948.500/0001-90,4011-9553,CAUCAIA,CE,NE,BR,ROD QUARTO ANEL VIARIO 0000,TABAPUÁ,,NE
19541,LIMESTONE MARMORES DO BRASIL LTDA,06.086.445/0002-01,4011.9595,APODI,RN,NE,BR,FAZ NOVA AURORA SN,ZONA RURAL,,NE
